Nom.scientifique;Common.name;Nom.vernaculaire;Commentaire;Règne;Embranchement;Classe;Ordre;Famille;Genre;ID.WoRMS;ID.ITIS;Présent.Brunel.1998;Taxons.IML
Corymorpha pendula;;;;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Corymorphidae;Corymorpha;157927;;Oui;
Coryne hincksi;;;;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Coryne;117468;;Oui;
Coryne pusilla;;;;Animalia;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Coryne;117471;;Oui;
Corynoporella tenuis;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Corynoporella;111169;;Oui;
Corynosoma cameroni;;;;Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;Corynosoma;159686;;Oui;
Corynosoma magdaleni;;;;Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;Corynosoma;100612;;Oui;
Corynosoma semerme;;;;Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;Corynosoma;100613;;Oui;
Corynosoma strumosum;;;;Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;Corynosoma;100614;;Oui;Oui
Corynosoma wegeneri;;;;Animalia;Acanthocephala;Palaeacanthocephala;Polymorphida;Polymorphidae;Corynosoma;159690;;Oui;
Coryphaena equiselis;Pompano Dolphinfish;Coryphène Dauphin;;Animalia;Chordata;Actinopteri;Carangiformes;Coryphaenidae;Coryphaena;126845;;;
Coryphaena hippurus;Common Dolphinfish ou Dolphinfish;Coryphène Commune;;Animalia;Chordata;Actinopteri;Carangiformes;Coryphaenidae;Coryphaena;126846;;;
Coryphaenoides armatus;Abyssal Grenadier ou Armed Grenadier;Grenadier Abyssal ou Grenadier Armé;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;158952;;;
Coryphaenoides brevibarbis;Shortbeard Grenadier;Grenadier À  Barbe Courte;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;158954;;;
Coryphaenoides carapinus;Carapine Grenadier;Grenadier À  Barbillon Court;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;158956;;;
Coryphaenoides guentheri;Gunther S Grenadier;Grenadier De Günther;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;158958;;;
Coryphaenoides leptolepis;Ghostly Grenadier;Grenadier Petit Front;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;158959;;;
Coryphaenoides rupestris;Roundnose Grenadier ou Roundhead Rat-Tail;Grenadier De Roche;;Animalia;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;158960;;;
Coryphella verrucosa;;;;Animalia;Mollusca;Gastropoda;Nudibranchia;Coryphellidae;Coryphella;139987;;Oui;Oui
Cosmetira pilosella;;;;Animalia;Cnidaria;Hydrozoa;Leptothecata;Mitrocomidae;Cosmetira;117747;;Oui;
Cossura longocirrata;;;;Animalia;Annelida;Polychaeta;rank absent;Cossuridae;Cossura;129984;;Oui;Oui
Cottunculus microps;Polar Sculpin;Cotte Polaire;;Animalia;Chordata;Actinopteri;Perciformes;Psychrolutidae;Cottunculus;127235;;;Oui
Cottunculus thomsonii;Pallid Sculpin;Cotte Blême;;Animalia;Chordata;Actinopteri;Perciformes;Psychrolutidae;Cottunculus;127237;;;
Cottus bairdii;Mottled Sculpin;Chabot Tacheté;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;578660;;;
Cottus cognatus;Slimy Sculpin;Chabot Visqueux;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;159512;;;
Cottus ricei;Spoonhead Sculpin;Chabot À Tête Plate;;Animalia;Chordata;Actinopteri;Perciformes;Cottidae;Cottus;564966;;;
Couesius plumbeus;Lake Chub;Méné De Lac;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Couesius;567529;;;
Couthouyella striatula;Northern Rough Wentletrap;;;Animalia;Mollusca;Gastropoda;[unassigned] Caenogastropoda;Epitoniidae;Couthouyella;160227;;Oui;Oui
Cranchia scabra;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Cranchiidae;Cranchia;181386;;;
Crangon septemspinosa;Sand Shrimp ou Sevenspine Bay Shrimp ou Common Shrimp ou Bail Shrimp ou Gray Shrimp;Crevette Grise De Sable ou Crevette Des Sables;;Animalia;Arthropoda;Malacostraca;Decapoda;Crangonidae;Crangon;158355;;Oui;Oui
Craniella polyura;;;;Animalia;Porifera;Demospongiae;Tetractinellida;Tetillidae;Craniella;171347;;;Oui
Crassicorophium bonellii;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Crassicorophium;237004;;Oui;Oui
Crassicorophium crassicorne;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Crassicorophium;397383;;Oui;Oui
Crassostrea virginica;Eastern Oyster;Huitre Américaine;;Animalia;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;140657;;Oui;Oui
Cratena pilata;;;;Animalia;Mollusca;Gastropoda;Nudibranchia;Facelinidae;Cratena;156811;;Oui;Oui
Craterolophus convolvulus;;;;Animalia;Cnidaria;Staurozoa;Stauromedusae;Craterolophidae;Craterolophus;135312;;Oui;
Crenella decussata;Cross-Sculpture Crenella;;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Crenella;140440;;Oui;Oui
Crepidostomum cooperi;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Allocreadiidae;Crepidostomum;158638;;Oui;
Crepidostomum farionis;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Allocreadiidae;Crepidostomum;158640;;Oui;
Crepidula convexa;Convex Slippersnail;Crépidule Convexe;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;160228;;Oui;Oui
Crepidula fornicata;Slipper Limpet ou Slipper Shell ou Oyster-Pest ou Common Atlantic Slippersnail;Crépidule Américaine ou Pantoufle Des Mers;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;138963;;Oui;Oui
Cribrilina (Cribrilina) cryptooecium;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Cribrilinidae;Cribrilina;1059487;;Oui;
Cribrilina punctata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Cribrilinidae;Cribrilina;111314;;Oui;
Cricotopus sylvestris;;;;Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Cricotopus;158482;;Oui;
Crisia denticulata;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;111695;;Oui;
Crisia eburnea;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;111696;;Oui;
Crisia eburneodenticulata;;;;Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;159824;;Oui;
Crisularia plumosa;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Crisularia;834039;;Oui;
Crisularia turrita;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Crisularia;834044;;Oui;
Crucibulum striatum;Striate Cup-And-Saucer;Crucibule Strié;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crucibulum;160233;;;
Cryptacanthodes maculatus;Wrymouth;Terrassier Tacheté;;Animalia;Chordata;Actinopteri;Perciformes;Cryptacanthodidae;Cryptacanthodes;159675;;;Oui
Cryptocotyle lingua;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Opisthorchiidae;Cryptocotyle;109051;;Oui;
Cryptonatica affinis;Arctic Moonsnail;Natice Close;;Animalia;Mollusca;Gastropoda;Littorinimorpha;Naticidae;Cryptonatica;140525;;Oui;Oui
Cryptopsaras couesii;Triplewart Seadevil;Pêcheur À Trèfle;;Animalia;Chordata;Actinopteri;Lophiiformes;Ceratiidae;Cryptopsaras;126538;;;Oui
Ctenodiscus crispatus;Mud Star;;;Animalia;Echinodermata;Asteroidea;Paxillosida;Ctenodiscidae;Ctenodiscus;123915;;Oui;Oui
Ctenopharyngodon idella;Grass Carp;Amour Blanc (L ) ou Carpe Amour ou Carpe Herbivore ou Chinoise;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Ctenopharyngodon;154314;;;
Cubiceps capensis;Cape Fathead ou Cape Cigarfish;Pompile Du Cap;;Animalia;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;159423;;;
Cubiceps gracilis;Driftfish ou Longfin Cigarfish;Pompile Élancé ou Dérivant Grêle;;Animalia;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;126990;;;
Cubiceps pauciradiatus;Bigeye Cigarfish ou Longfin Fathead;Pompile Paucirayonné;;Animalia;Chordata;Actinopteri;Scombriformes;Nomeidae;Cubiceps;159424;;;
Cucullanus cirratus;;;;Animalia;Nematoda;Chromadorea;Rhabditida;Cucullanidae;Cucullanus;122922;;Oui;
Cucullanus heterochrous;;;;Animalia;Nematoda;Chromadorea;Rhabditida;Cucullanidae;Cucullanus;122927;;Oui;
Cucumaria frondosa;Orange-Footed Sea Cucumber;Holothurie Touffue;;Animalia;Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Cucumaria;124612;;Oui;Oui
Culaea inconstans;Brook Stickleback;Épinoche À Cinq Épines;;Animalia;Chordata;Actinopteri;Perciformes;Gasterosteidae;Culaea;567530;;;
Cumella carinata;;;;Animalia;Arthropoda;Malacostraca;Cumacea;Nannastacidae;Cumella;;90965;Oui;Oui
Cumingia tellinoides;Tellin Semele;Cumingia Tellinoïde;;Animalia;Mollusca;Bivalvia;Cardiida;Semelidae;Cumingia;156823;;Oui;Oui
Curtitoma decussata;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Curtitoma;160236;;Oui;Oui
Curtitoma hebes;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Curtitoma;160238;;Oui;Oui
Curtitoma incisula;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Curtitoma;160240;;Oui;Oui
Curtitoma trevelliana;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Curtitoma;160246;;Oui;Oui
Curtitoma violacea;;;;Animalia;Mollusca;Gastropoda;Neogastropoda;Mangeliidae;Curtitoma;160248;;Oui;Oui
Cushmanidea elongata;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cushmanideidae;Cushmanidea;460599;;Oui;
Cuspidaria arctica;Arctic Dipperclam;;;Animalia;Mollusca;Bivalvia;rank absent;Cuspidariidae;Cuspidaria;139437;;Oui;Oui
Cuspidaria obesa;Obese Dipperclam;;;Animalia;Mollusca;Bivalvia;rank absent;Cuspidariidae;Cuspidaria;139450;;Oui;Oui
Cuspidaria pellucida;Translucent Dipperclam;;;Animalia;Mollusca;Bivalvia;rank absent;Cuspidariidae;Cuspidaria;156771;;Oui;Oui
Cuspidaria subtorta;;;;Animalia;Mollusca;Bivalvia;rank absent;Cuspidariidae;Cuspidaria;139454;;Oui;Oui
Cuthona nana;;;;Animalia;Mollusca;Gastropoda;Nudibranchia;Cuthonidae;Cuthona;141627;;Oui;Oui
Cyamus boopis;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Cyamidae;Cyamus;158320;;Oui;Oui
Cyathura polita;Slender Isopod;;;Animalia;Arthropoda;Malacostraca;Isopoda;Anthuridae;Cyathura;157847;;Oui;Oui
Cyclocardia borealis;Northern Cyclocardia;Vénéricarde Boréale;;Animalia;Mollusca;Bivalvia;Carditida;Carditidae;Cyclocardia;156832;;Oui;Oui
Cyclopina gracilis;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopinidae;Cyclopina;106525;;Oui;Oui
Cyclopina laurentica;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopinidae;Cyclopina;157730;;Oui;Oui
Cyclopina vachoni;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopinidae;Cyclopina;157731;;Oui;Oui
Cyclopsetta fimbriata;Spotfin Flounder;Turbot À Nageoires Tachetées ou Perpeire À  Queue Tachetée;;Animalia;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Cyclopsetta;158795;;;
Cyclopteropsis jordani;Smooth Lumpfish;Petite Poule De Mer Douce;;Animalia;Chordata;Actinopteri;Perciformes;Cyclopteridae;Cyclopteropsis;274488;;;
Cyclopteropsis mcalpini;Arctic Lumpfish;Petite Poule De Mer Arctique Mcalpine;;Animalia;Chordata;Actinopteri;Perciformes;Cyclopteridae;Cyclopteropsis;127213;;;
Cyclopterus lumpus;Lumpfish ou Lumpsucker;Grosse Poule De Mer ou Lompe;;Animalia;Chordata;Actinopteri;Perciformes;Cyclopteridae;Cyclopterus;127214;;;Oui
Cyclorhiza eteonicola;;;;Animalia;Arthropoda;Hexanauplia;Cyclopoida;Phyllodicolidae;Cyclorhiza;128993;;Oui;Oui
Cycloteuthis sirventi;;;;Animalia;Mollusca;Cephalopoda;Oegopsida;Cycloteuthidae;Cycloteuthis;139472;;;
Cyclothone acclinidens;Benttooth Bristlemouth;Cyclothone Dentu;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Cyclothone;127282;;;
Cyclothone alba;Albino Anglemouth;Cyclothone Blanc;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Cyclothone;127283;;;
Cyclothone braueri;Spottail Anglemouth ou Garrick;Cyclothone À Queue Tachetée ou Cyclothone De Brauer ou Palomine;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Cyclothone;127284;;;Oui
Cyclothone microdon;Veiled Anglemouth;Cyclothone À Petites Dents ou Cyclothone Brun;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Cyclothone;127286;;;Oui
Cyclothone pseudopallida;Slender Anglemouth ou Slender Bristlemouth;Cyclothone Mince;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Cyclothone;127289;;;
Cyclothone signata;Showy Anglemouth;Cyclothone Prétentieuse;;Animalia;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Cyclothone;154831;;;
Cylichna alba;White Chalice-Bubble;Cylichna Blanc;;Animalia;Mollusca;Gastropoda;Cephalaspidea;Cylichnidae;Cylichna;139474;;Oui;Oui
Cylichnoides occultus;;;;Animalia;Mollusca;Gastropoda;Cephalaspidea;Cylichnidae;Cylichnoides;884604;;Oui;Oui
Cylindroporella tubulosa;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Lacernidae;Cylindroporella;111377;;Oui;
Cymbasoma gigas;;;;Animalia;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;Cymbasoma;346336;;;
Cymbasoma rigidum;;;;Animalia;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;Cymbasoma;119788;;Oui;Oui
Cynoscion nebulosus;Spotted Seatrout;Acoupa Tacheté;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sciaenidae;Cynoscion;159312;;;
Cynoscion regalis;Gray Weakfish ou Squeteague;Acoupa Royal;;Animalia;Chordata;Actinopteri;Eupercaria incertae sedis;Sciaenidae;Cynoscion;159313;;;
Cypricercus fuscatus;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cyprididae;Cypricercus;157619;;;
Cyprinella spiloptera;Spotfin Shiner;Méné Bleu;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyprinella;1020798;;;
Cyprinus carpio;Common Carp ou European Carp ou King Carp ou Mirror Carp;Carpe Commune ou Carpat ou Carpeau ou Escarpo ou Kerpaille ;;Animalia;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Cyprinus;154582;;;
Cyrtodaria siliqua;Northern Propellerclam;;;Animalia;Mollusca;Bivalvia;Adapedonta;Hiatellidae;Cyrtodaria;140102;;Oui;Oui
Cystisella elegantula;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Cystisella;159829;;Oui;
Cystisella saccata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Cystisella;111112;;Oui;
Cystobranchus vividus;;;;Animalia;Annelida;Clitellata;Rhynchobdellida;Piscicolidae;Cystobranchus;370625;;Oui;Oui
Cystophora cristata;Hooded Seal;Phoque À  Capuchon ou Phoque À  Crête;;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;137078;;;Oui
Cythereis abyssicola;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Trachyleberididae;Cythereis;463272;;Oui;Oui
Cythereis zenkeri;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Trachyleberididae;Cythereis;779895;;Oui;Oui
Cytheropteron angulatum;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Cytheropteron;128008;;Oui;Oui
Cytheropteron arcuatum;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Cytheropteron;157637;;Oui;Oui
Cytheropteron hamatum;;;;Animalia;Arthropoda;Ostracoda;Podocopida;Cytheruridae;Cytheropteron;128017;;Oui;Oui
Cyttopsis rosea;Red Dory;Saint-Pierre Rouge ou Saint Pierre Rosé ou Zée Rouge;;Animalia;Chordata;Actinopteri;Zeiformes;Parazenidae;Cyttopsis;127425;;;
Dacrydium vitreum;Arctic Glassy-Mussel;;;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Dacrydium;140449;;Oui;Oui
Dactylobatus armatus;Skilletskate;;;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Dactylobatus;280474;;;
Dactylopterus volitans;Flying Gurnard;Grondin Volant;;Animalia;Chordata;Actinopteri;Dactylopteriformes;Dactylopteridae;Dactylopterus;127232;;;
Dactylopusia glacialis glacialis;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;116903;;Oui;Oui
Dactylopusia tisboides;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;116561;;Oui;Oui
Dactylopusia vulgaris vulgaris;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Dactylopusiidae;Dactylopusia;116906;;Oui;Oui
Dajus mysidis;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Dajidae;Dajus;146880;;Oui;Oui
Danaphryne nigrifilis;;;;Animalia;Chordata;Actinopteri;Lophiiformes;Oneirodidae;Danaphryne;159201;;;
Danielssenia typica;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Pseudotachidiidae;Danielssenia;115836;;Oui;Oui
Daphnia ambigua;;;;Animalia;Arthropoda;Branchiopoda;Anomopoda;Daphniidae;Daphnia;157608;;Oui;Oui
Daptonema tenuispiculum;;;;Animalia;Nematoda;Chromadorea;Monhysterida;Xyalidae;Daptonema;121555;;Oui;
Decapterus macarellus;Mackerel Scad;Comète Maquereau ou Bancloche;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;126807;;;
Decapterus punctatus;Round Scad;Comète Quiaquia ou Comète Kia-Kia;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;126808;;;
Decapterus tabl;Roughear Scad ou Redtail Scar;Comète Coussut;;Animalia;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;159484;;;
Deflexilodes intermedius;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Deflexilodes;547044;;Oui;Oui
Deflexilodes norvegicus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Deflexilodes;423324;;Oui;Oui
Deflexilodes simplex;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Deflexilodes;423325;;Oui;Oui
Deflexilodes tesselatus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Deflexilodes;423326;;Oui;Oui
Deflexilodes tuberculatus;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Deflexilodes;423327;;Oui;Oui
Delavalia palustris palustris;;;;Animalia;Arthropoda;Hexanauplia;Harpacticoida;Miraciidae;Delavalia;579481;;Oui;
Delectopecten vitreus;Vitreous Scallop;;;Animalia;Mollusca;Bivalvia;Pectinida;Pectinidae;Delectopecten;140702;;;
Delphinapterus leucas;Beluga;Béluga;;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;137115;;;Oui
Delphinus delphis;Short-Beaked Common Dolphin ou Common Dolphin;Dauphin Commun ou Dauphin Commun À  Bec Court ou Dauphin Commun À  Bec Long;;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Delphinus;137094;;;Oui
Dendrapta cameroni;;;;Animalia;Arthropoda;Hexanauplia;Siphonostomatoida;Lernaeopodidae;Dendrapta;157772;;Oui;Oui
Dendrobeania decorata;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Dendrobeania;111170;;Oui;
Dendrobeania fruticosa;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Dendrobeania;111173;;Oui;
Dendrobeania murrayana;;;;Animalia;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Dendrobeania;111174;;Oui;
Dendrodoa aggregata;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Dendrodoa;103880;;Oui;Oui
Dendrodoa carnea;Blood Drop Sea Squirt;Ascidie Goutte De Sang;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Dendrodoa;103881;;Oui;Oui
Dendrodoa grossularia;Baked Bean Ascidian;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Dendrodoa;103882;;Oui;Oui
Dendrodoa pulchella;;;;Animalia;Chordata;Ascidiacea;Stolidobranchia;Styelidae;Dendrodoa;103885;;Oui;Oui
Dendrogaster elegans;;;;Animalia;Arthropoda;Thecostraca;Dendrogastrida;Dendrogastridae;Dendrogaster;157798;;Oui;Oui
Dendronotus frondosus;Bushy-Backed Nudibranch;Nudibranche Hérissé;;Animalia;Mollusca;Gastropoda;Nudibranchia;Dendronotidae;Dendronotus;139523;;Oui;Oui
Derichthys serpentinus;Narrownecked Oceanic Eel;Fouet Petit-Nez ou Anguille À Col;;Animalia;Chordata;Actinopteri;Anguilliformes;Derichthyidae;Derichthys;126291;;;
Dermochelys coriacea;Leatherback Turtle ou Leathery Turtle;Tortue Luth (La);;Animalia;Chordata;rank absent;Testudines;Dermochelyidae;Dermochelys;137209;;;Oui
Derogenes varicus;;;;Animalia;Platyhelminthes;Trematoda;Plagiorchiida;Derogenidae;Derogenes;109264;;Oui;
Desmarestia aculeata;Spiny Sour Weed;;;Chromista;Ochrophyta;Phaeophyceae;Desmarestiales;Desmarestiaceae;Desmarestia;145307;;;
Desmophyllum pertusum;White Stony Coral;Scléractiniaire Perforé;;Animalia;Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Desmophyllum;1245747;;;
Dexamine thea;;;;Animalia;Arthropoda;Malacostraca;Amphipoda;Dexaminidae;Dexamine;102136;;Oui;Oui
Diaphana minuta;Arctic Paperbubble;;;Animalia;Mollusca;Gastropoda;Cephalaspidea;Diaphanidae;Diaphana;139557;;Oui;Oui
Diaphus bertelseni;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126588;;;
Diaphus brachycephalus;Short-Headed Lantern Fish;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126589;;;
Diaphus dumerilii;Flashlight Headlightfish;Lanterne De Tête Lampion;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126590;;;
Diaphus effulgens;Square Headlightfish;Lanterne De Tête Carrée;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126591;;;
Diaphus fragilis;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158887;;;
Diaphus garmani;Garmanaes Lanternfish;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158888;;;
Diaphus holti;Small Lanternfish;Lanterne Courte;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126592;;;
Diaphus lucidus;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126593;;;
Diaphus luetkeni;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158889;;;
Diaphus metopoclampus;Bouncer Headlightfish ou Spothead Lanternfish;Lanterne Grosse Tête;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126594;;;
Diaphus mollis;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126595;;;
Diaphus perspicillatus;Eventooth Headlightfish ou Flatface Lanternfish;Lanterne De Tête Unidentée;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158890;;;
Diaphus rafinesquii;Doormat Headlightfish ou White-Spotted Lanternfish;Lanterne De Tête Paillasson ou Lanterne Épaulette D Argent;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126596;;;
Diaphus roei;;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158892;;;
Diaphus splendidus;Horned Lanternfish;;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158893;;;
Diaphus taaningi;Tanning S Headlightfish ou Slopewater Lanternfish;Lanterne De Tête De Tanning;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;158894;;;
Diaphus termophilus;Slenteye Headlightfish ou Taaning S Lantern Fish;Lanterne De Tête Oeil-Penché;;Animalia;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;126598;;;
